hour_bj_str,type,mod,tag,avg_value,max_value,min_value,median_value,sample_count,host_count
2026-07-01 01:00:00,pref,load15,load_average,13.671000000000001,30.06,1.2,11.774999999999999,20,20
2026-07-01 01:00:00,pref,load5,load_average,13.0825,30.01,0.8,6.925000000000001,20,20
2026-07-01 01:00:00,pref,mem_buff,mem_metric,70549.15,130382.0,14799.0,51635.5,20,20
2026-07-01 01:00:00,pref,mem_cache,mem_metric,55974.95,126201.0,3064.0,58449.0,20,20
2026-07-01 01:00:00,pref,mem_free,mem_metric,67977.25,130376.0,1534.0,67659.5,20,20
2026-07-01 01:00:00,pref,mem_swap,mem_metric,70021.1,128821.0,18484.0,71396.5,20,20
2026-07-01 01:00:00,pref,mem_used,mem_metric,75228.6,122118.0,2102.0,87093.5,20,20
2026-07-01 01:00:00,pref,net_in,net_speed_mb,468.8935,945.37,50.72,439.055,20,20
2026-07-01 01:00:00,pref,net_out,net_speed_mb,536.4300000000001,976.92,22.12,631.525,20,20
2026-07-01 01:00:00,pref,net_pktin,net_packets,54206.1,99237.0,5186.0,51344.0,20,20
2026-07-01 01:00:00,pref,net_pktout,net_packets,53154.45,90157.0,6781.0,55145.0,20,20
2026-07-01 01:00:00,pref,proc_block,proc_count,190.45,495.0,2.0,165.0,20,20
2026-07-01 01:00:00,pref,proc_run,proc_count,298.05,482.0,3.0,352.5,20,20
2026-07-01 01:00:00,pref,proc_total,proc_count,218.4,497.0,0.0,210.0,20,20
2026-07-01 02:00:00,disk,sda_avgrq,disk_other_metric,57.93,57.93,57.93,57.93,1,1
2026-07-01 02:00:00,disk,sda_await,disk_latency_ms,24.48,24.48,24.48,24.48,1,1
2026-07-01 02:00:00,disk,sda_read,disk_rw_sectors,44907.0,44907.0,44907.0,44907.0,1,1
2026-07-01 02:00:00,disk,sda_write,disk_rw_sectors,138966.0,138966.0,138966.0,138966.0,1,1
2026-07-01 02:00:00,disk,sdc_svctm,disk_latency_ms,30.49,30.49,30.49,30.49,1,1
2026-07-01 02:00:00,disk,sdc_util,disk_util_percent,96.44,96.44,96.44,96.44,1,1
2026-07-01 02:00:00,disk,sdc_write,disk_rw_sectors,373790.0,373790.0,373790.0,373790.0,1,1
2026-07-01 02:00:00,disk,sdd_await,disk_latency_ms,41.05,43.95,38.15,41.05,2,2
2026-07-01 02:00:00,disk,sdd_read,disk_rw_sectors,67314.0,67314.0,67314.0,67314.0,1,1
2026-07-01 02:00:00,disk,sdd_svctm,disk_latency_ms,45.93,45.93,45.93,45.93,1,1
2026-07-01 02:00:00,disk,sde_rqm,disk_rqm_per_sec,488.99,488.99,488.99,488.99,1,1
2026-07-01 02:00:00,pref,cpu_idle,cpu_percent,53.845000000000006,89.18,21.35,48.269999999999996,20,20
2026-07-01 02:00:00,pref,cpu_sys,cpu_percent,31.470499999999998,48.09,3.45,37.629999999999995,20,20
2026-07-01 02:00:00,pref,cpu_usage,cpu_percent,48.804500000000004,79.06,8.52,55.515,20,20
2026-07-01 02:00:00,pref,cpu_user,cpu_percent,26.688,39.55,3.14,29.18,20,20
2026-07-01 02:00:00,pref,cpu_wait,cpu_percent,21.35,42.49,0.27,24.8,20,20
2026-07-01 02:00:00,pref,load1,load_average,18.0935,29.03,2.05,18.66,20,20
2026-07-01 02:00:00,pref,load15,load_average,18.1245,31.14,3.12,19.494999999999997,20,20
2026-07-01 02:00:00,pref,load5,load_average,17.808500000000002,29.88,1.66,17.955,20,20
2026-07-01 02:00:00,pref,mem_buff,mem_metric,64406.35,110601.0,17802.0,73118.0,20,20
2026-07-01 02:00:00,pref,mem_cache,mem_metric,49575.95,101382.0,4981.0,49587.0,20,20
2026-07-01 02:00:00,pref,mem_free,mem_metric,60409.9,121123.0,3362.0,63683.5,20,20
2026-07-01 02:00:00,pref,mem_swap,mem_metric,69029.5,130014.0,4827.0,65312.0,20,20
2026-07-01 02:00:00,pref,mem_used,mem_metric,65133.1,128478.0,4177.0,59211.5,20,20
2026-07-01 02:00:00,pref,net_in,net_speed_mb,399.4165,848.87,14.59,517.3050000000001,20,20
2026-07-01 02:00:00,pref,net_out,net_speed_mb,453.866,847.83,109.46,473.56,20,20
2026-07-01 02:00:00,pref,net_pktin,net_packets,56388.95,99665.0,628.0,62292.5,20,20
2026-07-01 02:00:00,pref,net_pktout,net_packets,51957.2,99017.0,6841.0,48171.5,20,20
2026-07-01 02:00:00,pref,proc_block,proc_count,277.95,480.0,39.0,321.0,20,20
2026-07-01 02:00:00,pref,proc_run,proc_count,211.8,477.0,25.0,175.0,20,20
2026-07-01 02:00:00,pref,proc_total,proc_count,301.15,493.0,45.0,363.0,20,20
2026-07-01 03:00:00,disk,sda_rqm,disk_rqm_per_sec,35.5,35.5,35.5,35.5,1,1
2026-07-01 03:00:00,disk,sda_svctm,disk_latency_ms,12.23,12.23,12.23,12.23,1,1
2026-07-01 03:00:00,disk,sda_util,disk_util_percent,99.51,99.51,99.51,99.51,1,1
2026-07-01 03:00:00,disk,sdb_await,disk_latency_ms,3.64,3.64,3.64,3.64,1,1
2026-07-01 03:00:00,disk,sdb_util,disk_util_percent,19.04,19.04,19.04,19.04,1,1
2026-07-01 03:00:00,disk,sdc_avgrq,disk_other_metric,668.98,668.98,668.98,668.98,1,1
2026-07-01 03:00:00,disk,sdc_read,disk_rw_sectors,129973.0,129973.0,129973.0,129973.0,1,1
2026-07-01 03:00:00,disk,sdd_util,disk_util_percent,89.96,89.96,89.96,89.96,1,1
2026-07-01 03:00:00,disk,sde_rqm,disk_rqm_per_sec,169.04,169.04,169.04,169.04,1,1
2026-07-01 03:00:00,disk,sde_svctm,disk_latency_ms,6.7,6.7,6.7,6.7,1,1
2026-07-01 03:00:00,disk,sde_write,disk_rw_sectors,171924.5,308512.0,35337.0,171924.5,2,2
2026-07-01 03:00:00,pref,cpu_idle,cpu_percent,52.064,85.61,25.87,51.975,20,20
2026-07-01 03:00:00,pref,cpu_sys,cpu_percent,27.611,47.36,2.56,31.905,20,20
2026-07-01 03:00:00,pref,cpu_usage,cpu_percent,51.605500000000006,77.65,12.88,55.215,20,20
2026-07-01 03:00:00,pref,cpu_user,cpu_percent,24.327,48.03,1.6,25.32,20,20
2026-07-01 03:00:00,pref,cpu_wait,cpu_percent,25.908499999999997,47.06,6.59,24.965,20,20
2026-07-01 03:00:00,pref,load1,load_average,13.41,27.21,1.15,11.76,20,20
2026-07-01 03:00:00,pref,load15,load_average,16.8935,31.26,1.5,15.07,20,20
2026-07-01 03:00:00,pref,load5,load_average,14.859,28.53,0.53,12.155000000000001,20,20
2026-07-01 03:00:00,pref,mem_buff,mem_metric,60866.8,112457.0,1771.0,61492.0,20,20
2026-07-01 03:00:00,pref,mem_cache,mem_metric,52349.9,117367.0,6534.0,44453.0,20,20
2026-07-01 03:00:00,pref,mem_free,mem_metric,73658.15,126996.0,17476.0,78349.0,20,20
2026-07-01 03:00:00,pref,mem_swap,mem_metric,66811.05,122386.0,10684.0,70689.5,20,20
2026-07-01 03:00:00,pref,mem_used,mem_metric,61272.6,129732.0,2046.0,55355.5,20,20
2026-07-01 03:00:00,pref,net_in,net_speed_mb,576.3255,999.04,81.85,651.79,20,20
2026-07-01 03:00:00,pref,net_out,net_speed_mb,561.799,989.12,11.99,550.895,20,20
2026-07-01 03:00:00,pref,net_pktin,net_packets,53709.35,99072.0,6895.0,54774.5,20,20
2026-07-01 03:00:00,pref,net_pktout,net_packets,49118.1,98131.0,1713.0,48706.0,20,20
2026-07-01 03:00:00,pref,proc_block,proc_count,253.05,491.0,1.0,233.0,20,20
2026-07-01 03:00:00,pref,proc_run,proc_count,255.2,500.0,24.0,269.0,20,20
2026-07-01 03:00:00,pref,proc_total,proc_count,257.75,495.0,11.0,254.0,20,20
2026-07-01 04:00:00,disk,sda_avgrq,disk_other_metric,191.59,191.59,191.59,191.59,1,1
2026-07-01 04:00:00,disk,sda_rqm,disk_rqm_per_sec,484.5,484.5,484.5,484.5,1,1
2026-07-01 04:00:00,disk,sda_svctm,disk_latency_ms,10.77,10.77,10.77,10.77,1,1
2026-07-01 04:00:00,disk,sda_write,disk_rw_sectors,213078.0,213078.0,213078.0,213078.0,1,1
2026-07-01 04:00:00,disk,sdb_await,disk_latency_ms,40.05,40.05,40.05,40.05,1,1
2026-07-01 04:00:00,disk,sdb_read,disk_rw_sectors,29150.0,31778.0,26522.0,29150.0,2,2
2026-07-01 04:00:00,disk,sdc_avgrq,disk_other_metric,462.63,462.63,462.63,462.63,1,1
2026-07-01 04:00:00,disk,sdc_util,disk_util_percent,35.43,35.43,35.43,35.43,1,1
2026-07-01 04:00:00,disk,sdd_util,disk_util_percent,47.41,80.8,14.02,47.41,2,2
2026-07-01 04:00:00,disk,sde_util,disk_util_percent,86.38,86.38,86.38,86.38,1,1
2026-07-01 04:00:00,pref,cpu_idle,cpu_percent,53.391,92.47,21.04,53.68,20,20
2026-07-01 04:00:00,pref,cpu_sys,cpu_percent,27.0315,47.55,1.45,27.42,20,20
2026-07-01 04:00:00,pref,cpu_usage,cpu_percent,40.1355,76.8,6.45,37.19,20,20
2026-07-01 04:00:00,pref,cpu_user,cpu_percent,23.1665,49.4,2.66,25.91,20,20
2026-07-01 04:00:00,pref,cpu_wait,cpu_percent,30.937,49.18,8.89,33.9,20,20
2026-07-01 04:00:00,pref,load1,load_average,13.9415,29.87,0.48,14.01,20,20
2026-07-01 04:00:00,pref,load15,load_average,16.6545,31.09,4.83,14.370000000000001,20,20
2026-07-01 04:00:00,pref,load5,load_average,22.6485,31.95,8.5,24.205,20,20
2026-07-01 04:00:00,pref,mem_buff,mem_metric,70248.9,130839.0,18404.0,67733.5,20,20
2026-07-01 04:00:00,pref,mem_cache,mem_metric,50634.35,128947.0,7718.0,35171.5,20,20
2026-07-01 04:00:00,pref,mem_free,mem_metric,75948.4,130940.0,10404.0,80028.0,20,20
2026-07-01 04:00:00,pref,mem_swap,mem_metric,69516.65,130701.0,7426.0,69698.0,20,20
2026-07-01 04:00:00,pref,mem_used,mem_metric,75446.0,127443.0,10069.0,93051.0,20,20
2026-07-01 04:00:00,pref,net_in,net_speed_mb,463.08949999999993,995.28,98.24,456.42499999999995,20,20
2026-07-01 04:00:00,pref,net_out,net_speed_mb,472.00600000000003,973.53,1.88,424.875,20,20
2026-07-01 04:00:00,pref,net_pktin,net_packets,47862.25,95390.0,1555.0,57206.5,20,20
2026-07-01 04:00:00,pref,net_pktout,net_packets,48197.2,98245.0,1960.0,38847.5,20,20
2026-07-01 04:00:00,pref,proc_block,proc_count,254.8,488.0,6.0,259.0,20,20
2026-07-01 04:00:00,pref,proc_run,proc_count,237.35,483.0,33.0,194.5,20,20
2026-07-01 04:00:00,pref,proc_total,proc_count,288.55,495.0,9.0,346.5,20,20
2026-07-01 05:00:00,disk,sda_read,disk_rw_sectors,446348.0,446348.0,446348.0,446348.0,1,1
2026-07-01 05:00:00,disk,sda_util,disk_util_percent,11.99,11.99,11.99,11.99,1,1
2026-07-01 05:00:00,disk,sda_write,disk_rw_sectors,29821.0,29821.0,29821.0,29821.0,1,1
2026-07-01 05:00:00,disk,sdb_svctm,disk_latency_ms,7.82,7.82,7.82,7.82,1,1
2026-07-01 05:00:00,disk,sdc_svctm,disk_latency_ms,45.98,45.98,45.98,45.98,1,1
2026-07-01 05:00:00,disk,sdd_avgrq,disk_other_metric,423.01,423.01,423.01,423.01,1,1
2026-07-01 05:00:00,disk,sdd_rqm,disk_rqm_per_sec,53.69499999999999,82.32,25.07,53.69499999999999,2,2
2026-07-01 05:00:00,disk,sdd_write,disk_rw_sectors,30662.0,30662.0,30662.0,30662.0,1,1
2026-07-01 05:00:00,disk,sde_await,disk_latency_ms,13.33,13.33,13.33,13.33,1,1
2026-07-01 05:00:00,disk,sde_rqm,disk_rqm_per_sec,297.52,297.52,297.52,297.52,1,1
2026-07-01 05:00:00,disk,sde_svctm,disk_latency_ms,3.14,3.14,3.14,3.14,1,1
2026-07-01 05:00:00,pref,cpu_idle,cpu_percent,51.584500000000006,87.34,27.13,48.705,20,20
2026-07-01 05:00:00,pref,cpu_sys,cpu_percent,25.1305,47.75,0.01,24.265,20,20
2026-07-01 05:00:00,pref,cpu_usage,cpu_percent,42.908,76.59,6.19,40.835,20,20
2026-07-01 05:00:00,pref,cpu_user,cpu_percent,25.708999999999996,48.16,1.72,27.72,20,20
2026-07-01 05:00:00,pref,cpu_wait,cpu_percent,26.221500000000002,47.56,3.03,30.255,20,20
2026-07-01 05:00:00,pref,load1,load_average,16.445,31.83,1.71,15.925,20,20
2026-07-01 05:00:00,pref,load15,load_average,17.4375,31.2,1.32,19.740000000000002,20,20
2026-07-01 05:00:00,pref,load5,load_average,12.024,28.98,0.08,10.825,20,20
2026-07-01 05:00:00,pref,mem_buff,mem_metric,71771.9,130467.0,18505.0,73375.5,20,20
2026-07-01 05:00:00,pref,mem_cache,mem_metric,60664.4,127424.0,3652.0,57819.0,20,20
2026-07-01 05:00:00,pref,mem_free,mem_metric,46181.2,128175.0,2438.0,46705.5,20,20
2026-07-01 05:00:00,pref,mem_swap,mem_metric,57752.1,129592.0,3901.0,49203.5,20,20
2026-07-01 05:00:00,pref,mem_used,mem_metric,64548.9,121948.0,15838.0,60380.0,20,20
2026-07-01 05:00:00,pref,net_in,net_speed_mb,551.454,944.67,135.51,584.265,20,20
2026-07-01 05:00:00,pref,net_out,net_speed_mb,460.696,993.95,11.11,433.975,20,20
2026-07-01 05:00:00,pref,net_pktin,net_packets,47621.75,98016.0,4348.0,48210.0,20,20
2026-07-01 05:00:00,pref,net_pktout,net_packets,43535.4,95863.0,1956.0,35902.0,20,20
2026-07-01 05:00:00,pref,proc_block,proc_count,262.05,491.0,5.0,269.0,20,20
2026-07-01 05:00:00,pref,proc_run,proc_count,264.9,490.0,1.0,307.0,20,20
2026-07-01 05:00:00,pref,proc_total,proc_count,244.75,435.0,16.0,235.5,20,20
2026-07-01 06:00:00,disk,sda_avgrq,disk_other_metric,422.265,578.92,265.61,422.265,2,2
2026-07-01 06:00:00,disk,sda_read,disk_rw_sectors,219794.0,219794.0,219794.0,219794.0,1,1
2026-07-01 06:00:00,disk,sda_rqm,disk_rqm_per_sec,229.14,229.14,229.14,229.14,1,1
2026-07-01 06:00:00,disk,sdb_read,disk_rw_sectors,38409.0,38409.0,38409.0,38409.0,1,1
2026-07-01 06:00:00,disk,sdd_avgrq,disk_other_metric,157.75,157.75,157.75,157.75,1,1
2026-07-01 06:00:00,disk,sdd_read,disk_rw_sectors,489296.0,489296.0,489296.0,489296.0,1,1
2026-07-01 06:00:00,disk,sdd_svctm,disk_latency_ms,15.89,15.89,15.89,15.89,1,1
2026-07-01 06:00:00,disk,sdd_write,disk_rw_sectors,308179.0,351129.0,265229.0,308179.0,2,2
2026-07-01 06:00:00,disk,sde_avgrq,disk_other_metric,457.22,457.22,457.22,457.22,1,1
2026-07-01 06:00:00,disk,sde_rqm,disk_rqm_per_sec,439.64,439.64,439.64,439.64,1,1
2026-07-01 06:00:00,pref,cpu_idle,cpu_percent,56.5705,87.36,21.09,56.480000000000004,20,20
2026-07-01 06:00:00,pref,cpu_sys,cpu_percent,27.0125,47.33,2.0,25.56,20,20
2026-07-01 06:00:00,pref,cpu_usage,cpu_percent,47.060500000000005,79.5,10.85,50.08,20,20
2026-07-01 06:00:00,pref,cpu_user,cpu_percent,24.1555,46.35,0.16,23.765,20,20
2026-07-01 06:00:00,pref,cpu_wait,cpu_percent,25.984500000000004,46.65,0.1,25.939999999999998,20,20
2026-07-01 06:00:00,pref,load1,load_average,13.642500000000002,28.93,0.41,14.295,20,20
2026-07-01 06:00:00,pref,load15,load_average,13.772499999999999,29.88,0.83,12.535,20,20
2026-07-01 06:00:00,pref,load5,load_average,15.158000000000001,31.71,0.27,11.885,20,20
2026-07-01 06:00:00,pref,mem_buff,mem_metric,72838.15,124315.0,11759.0,74712.5,20,20
2026-07-01 06:00:00,pref,mem_cache,mem_metric,70643.65,123703.0,2174.0,79103.0,20,20
2026-07-01 06:00:00,pref,mem_free,mem_metric,76424.6,129948.0,11325.0,83853.0,20,20
2026-07-01 06:00:00,pref,mem_swap,mem_metric,67455.45,126673.0,2414.0,73530.0,20,20
2026-07-01 06:00:00,pref,mem_used,mem_metric,59592.3,118171.0,4148.0,61914.5,20,20
2026-07-01 06:00:00,pref,net_in,net_speed_mb,487.849,930.76,7.85,505.245,20,20
2026-07-01 06:00:00,pref,net_out,net_speed_mb,373.8855,957.4,37.96,302.85,20,20
2026-07-01 06:00:00,pref,net_pktin,net_packets,54592.65,99425.0,3446.0,64394.0,20,20
2026-07-01 06:00:00,pref,net_pktout,net_packets,48650.45,90747.0,10599.0,40263.5,20,20
2026-07-01 06:00:00,pref,proc_block,proc_count,211.4,485.0,51.0,212.5,20,20
2026-07-01 06:00:00,pref,proc_run,proc_count,272.35,492.0,72.0,242.5,20,20
2026-07-01 06:00:00,pref,proc_total,proc_count,265.8,493.0,41.0,304.0,20,20
2026-07-01 07:00:00,disk,sda_read,disk_rw_sectors,332547.0,332547.0,332547.0,332547.0,1,1
2026-07-01 07:00:00,disk,sda_rqm,disk_rqm_per_sec,333.93,333.93,333.93,333.93,1,1
2026-07-01 07:00:00,disk,sdb_read,disk_rw_sectors,389240.0,389240.0,389240.0,389240.0,1,1
2026-07-01 07:00:00,disk,sdc_avgrq,disk_other_metric,44.09,44.09,44.09,44.09,1,1
2026-07-01 07:00:00,disk,sdc_svctm,disk_latency_ms,24.48,24.48,24.48,24.48,1,1
2026-07-01 07:00:00,disk,sdd_read,disk_rw_sectors,236343.0,334030.0,138656.0,236343.0,2,2
2026-07-01 07:00:00,disk,sdd_write,disk_rw_sectors,368340.5,376235.0,360446.0,368340.5,2,2
2026-07-01 07:00:00,disk,sde_avgrq,disk_other_metric,771.72,931.76,611.68,771.72,2,1
2026-07-01 07:00:00,disk,sde_read,disk_rw_sectors,142788.0,142788.0,142788.0,142788.0,1,1
2026-07-01 07:00:00,pref,cpu_idle,cpu_percent,57.7645,90.08,23.17,64.6,20,20
2026-07-01 07:00:00,pref,cpu_sys,cpu_percent,25.4745,49.21,1.07,28.18,20,20
2026-07-01 07:00:00,pref,cpu_usage,cpu_percent,45.427,76.27,9.82,52.955,20,20
2026-07-01 07:00:00,pref,cpu_user,cpu_percent,24.545499999999997,44.28,1.02,27.185,20,20
2026-07-01 07:00:00,pref,cpu_wait,cpu_percent,26.075499999999998,49.78,0.32,25.89,20,20
2026-07-01 07:00:00,pref,load1,load_average,15.8215,31.8,0.39,15.205,20,20
2026-07-01 07:00:00,pref,load15,load_average,18.1665,31.2,0.13,20.305,20,20
2026-07-01 07:00:00,pref,load5,load_average,11.6035,25.67,1.93,9.219999999999999,20,20
2026-07-01 07:00:00,pref,mem_buff,mem_metric,57138.85,130412.0,6027.0,55297.5,20,20
2026-07-01 07:00:00,pref,mem_cache,mem_metric,71192.2,130495.0,6545.0,71124.0,20,20
2026-07-01 07:00:00,pref,mem_free,mem_metric,68640.55,129564.0,6105.0,76471.0,20,20
2026-07-01 07:00:00,pref,mem_swap,mem_metric,65771.6,127008.0,5485.0,74980.5,20,20
2026-07-01 07:00:00,pref,mem_used,mem_metric,61359.7,123256.0,12529.0,60069.5,20,20
2026-07-01 07:00:00,pref,net_in,net_speed_mb,540.562,964.42,9.42,450.875,20,20
2026-07-01 07:00:00,pref,net_out,net_speed_mb,442.4755,799.22,9.75,431.125,20,20
2026-07-01 07:00:00,pref,net_pktin,net_packets,36368.9,94970.0,941.0,29420.5,20,20
2026-07-01 07:00:00,pref,net_pktout,net_packets,56712.35,96457.0,3204.0,63903.0,20,20
2026-07-01 07:00:00,pref,proc_block,proc_count,283.6,499.0,47.0,271.0,20,20
2026-07-01 07:00:00,pref,proc_run,proc_count,268.75,475.0,43.0,291.0,20,20
2026-07-01 07:00:00,pref,proc_total,proc_count,283.6,458.0,27.0,318.5,20,20
2026-07-01 08:00:00,disk,sda_avgrq,disk_other_metric,864.61,864.61,864.61,864.61,1,1
2026-07-01 08:00:00,disk,sda_write,disk_rw_sectors,388618.0,388618.0,388618.0,388618.0,1,1
2026-07-01 08:00:00,disk,sdb_read,disk_rw_sectors,185429.0,185429.0,185429.0,185429.0,1,1
2026-07-01 08:00:00,disk,sdb_util,disk_util_percent,60.026666666666664,97.38,2.48,80.22,3,3
2026-07-01 08:00:00,disk,sdc_await,disk_latency_ms,10.58,10.58,10.58,10.58,1,1
2026-07-01 08:00:00,disk,sdc_rqm,disk_rqm_per_sec,154.13,154.13,154.13,154.13,1,1
2026-07-01 08:00:00,disk,sdc_util,disk_util_percent,56.09,56.09,56.09,56.09,1,1
2026-07-01 08:00:00,disk,sde_read,disk_rw_sectors,225332.0,225332.0,225332.0,225332.0,1,1
2026-07-01 08:00:00,disk,sde_rqm,disk_rqm_per_sec,472.53,472.53,472.53,472.53,1,1
2026-07-01 08:00:00,disk,sde_svctm,disk_latency_ms,1.9,1.9,1.9,1.9,1,1
2026-07-01 08:00:00,pref,cpu_idle,cpu_percent,48.9375,94.74,20.45,47.66,20,20
2026-07-01 08:00:00,pref,cpu_sys,cpu_percent,24.575,49.35,3.92,24.384999999999998,20,20
2026-07-01 08:00:00,pref,cpu_usage,cpu_percent,42.664,79.05,11.7,39.629999999999995,20,20
2026-07-01 08:00:00,pref,cpu_user,cpu_percent,27.354000000000003,48.55,3.04,22.32,20,20
2026-07-01 08:00:00,pref,cpu_wait,cpu_percent,26.181,47.81,1.39,25.865000000000002,20,20
2026-07-01 08:00:00,pref,load1,load_average,13.756,30.32,0.16,14.920000000000002,20,20
2026-07-01 08:00:00,pref,load15,load_average,18.8275,31.64,3.19,20.619999999999997,20,20
2026-07-01 08:00:00,pref,load5,load_average,16.307499999999997,31.21,0.88,16.255,20,20
2026-07-01 08:00:00,pref,mem_buff,mem_metric,50670.45,121826.0,4506.0,50426.0,20,20
2026-07-01 08:00:00,pref,mem_cache,mem_metric,68189.55,122527.0,12905.0,72712.5,20,20
2026-07-01 08:00:00,pref,mem_free,mem_metric,68777.25,125687.0,6556.0,75705.5,20,20
2026-07-01 08:00:00,pref,mem_swap,mem_metric,71926.85,130543.0,14558.0,77077.0,20,20
2026-07-01 08:00:00,pref,mem_used,mem_metric,59990.55,120638.0,15492.0,52537.0,20,20
2026-07-01 08:00:00,pref,net_in,net_speed_mb,495.21549999999996,966.27,12.68,450.69,20,20
2026-07-01 08:00:00,pref,net_out,net_speed_mb,496.259,973.92,122.93,422.575,20,20
2026-07-01 08:00:00,pref,net_pktin,net_packets,41552.25,94045.0,8193.0,40989.0,20,20
2026-07-01 08:00:00,pref,net_pktout,net_packets,41484.7,99684.0,771.0,33392.0,20,20
2026-07-01 08:00:00,pref,proc_block,proc_count,260.15,487.0,29.0,283.5,20,20
2026-07-01 08:00:00,pref,proc_run,proc_count,265.05,500.0,6.0,246.0,20,20
2026-07-01 08:00:00,pref,proc_total,proc_count,276.75,488.0,48.0,309.5,20,20
